group,sentence,construction
77,William coated Mark with some soda.,with-applicative
78,Jack handed Joe some yogurt.,ditransitive
78,Sam passed Mike some acid.,ditransitive
78,Henry bought Paul some soup.,ditransitive
78,Bruce offered Bill some beer.,ditransitive
78,George tossed some bleach to Jerry.,to-dative
78,John sent some milk to Bob.,to-dative
78,Dylan chucked some juice to David.,to-dative
78,Harry gave some vodka to Chris.,to-dative
78,Eddie spilled some oil on James.,caused-motion
78,Jason dropped some paint on Steve.,caused-motion
78,Don dumped some gasoline on Edward.,caused-motion
78,Fred poured some ink on Aaron.,caused-motion
78,Charlie plastered Doug with some coffee.,with-applicative
78,Eric stained Michael with some shampoo.,with-applicative
78,Tom dabbed Mark with some soda.,with-applicative
78,Frank coated Joseph with some tea.,with-applicative
79,Chris bought Jack some coffee.,ditransitive
79,Joseph gave George some water.,ditransitive
79,Michael brought Joe some whisky.,ditransitive
79,Bill offered Jerry some soup.,ditransitive
79,Aaron passed some gin to Harry.,to-dative
79,Eric chucked some honey to Sam.,to-dative
79,Andrew threw some vodka to Adam.,to-dative
79,Henry sent some shampoo to Charlie.,to-dative
79,John poured some yogurt on Don.,caused-motion
79,Thomas dumped some milk on Edward.,caused-motion
79,Eddie spilled some blood on Paul.,caused-motion
79,Jason sprayed some wine on James.,caused-motion
79,David plastered Frank with some juice.,with-applicative
79,Bruce coated Fred with some slime.,with-applicative
79,Doug stained Mike with some acid.,with-applicative
79,Steve brushed Bob with some gasoline.,with-applicative
80,Andrew brought Mark some ink.,ditransitive
80,William passed Jack some soda.,ditransitive
80,Don lent Harry some juice.,ditransitive
80,Bob handed Adam some whisky.,ditransitive
80,Tom gave some shampoo to Edward.,to-dative
80,Steve threw some paint to Frank.,to-dative
80,Henry offered some gasoline to Bill.,to-dative
80,Eric tossed some bleach to Paul.,to-dative
80,Dylan splashed some water on Charlie.,caused-motion
80,Thomas dumped some wine on Mike.,caused-motion
80,James spilled some vodka on Sam.,caused-motion
80,Aaron sprayed some slime on Jerry.,caused-motion
80,Bruce dabbed David with some syrup.,with-applicative
80,Doug covered Eddie with some yogurt.,with-applicative
80,Joe brushed George with some honey.,with-applicative
80,Chris plastered Michael with some soup.,with-applicative
81,Adam sent Joseph some oil.,ditransitive
81,Mike bought Bruce some soda.,ditransitive
81,Thomas offered Eddie some wine.,ditransitive
81,Michael threw Fred some shampoo.,ditransitive
81,George brought some slime to Paul.,to-dative
81,Charlie gave some tea to Jerry.,to-dative
81,John kicked some acid to Bill.,to-dative
81,Chris handed some gin to Sam.,to-dative
81,Dylan dumped some beer on Andrew.,caused-motion
81,Jason splashed some gasoline on Tom.,caused-motion
81,Joe dropped some ink on Henry.,caused-motion
81,Aaron sprinkled some syrup on David.,caused-motion
81,Frank dabbed Doug with some honey.,with-applicative
81,William plastered Don with some coffee.,with-applicative
81,Eric covered Edward with some milk.,with-applicative
81,Jack stained Steve with some bleach.,with-applicative
82,Jason served Doug some bleach.,ditransitive
82,George brought Frank some soda.,ditransitive
82,Thomas lent Adam some vodka.,ditransitive
82,Eddie passed Bill some ink.,ditransitive
82,Mike chucked some soup to Sam.,to-dative
82,William kicked some juice to Joseph.,to-dative
82,Mark offered some blood to Andrew.,to-dative
82,Charlie tossed some wine to Bob.,to-dative
82,Fred dropped some gasoline on James.,caused-motion
82,Aaron spilled some whisky on Bruce.,caused-motion
82,Jack dumped some cream on Tom.,caused-motion
82,John splashed some milk on Chris.,caused-motion
82,Jerry covered Don with some honey.,with-applicative
82,Dylan brushed Michael with some water.,with-applicative
82,Henry rubbed David with some syrup.,with-applicative
82,Joe sprayed Paul with some coffee.,with-applicative
83,David handed Harry some soup.,ditransitive
83,William threw Thomas some gasoline.,ditransitive
83,Joseph lent Edward some gin.,ditransitive
83,Frank gave Bill some tea.,ditransitive
83,Andrew brought some beer to Charlie.,to-dative
83,Paul passed some ink to Jack.,to-dative
83,Doug chucked some cream to John.,to-dative
83,Don tossed some vodka to Sam.,to-dative
83,James dumped some syrup on Joe.,caused-motion
83,Eric dropped some honey on Tom.,caused-motion
83,Henry splashed some soda on Mike.,caused-motion
83,Fred sprinkled some wine on Eddie.,caused-motion
83,Adam brushed Bruce with some blood.,with-applicative
83,Steve covered George with some shampoo.,with-applicative
83,Chris plastered Jason with some juice.,with-applicative
83,Bob stained Aaron with some coffee.,with-applicative
84,Harry threw Paul some ink.,ditransitive
84,Joe sent Mark some honey.,ditransitive
84,Henry brought George some coffee.,ditransitive
84,Fred bought Don some milk.,ditransitive
84,Aaron handed some acid to Steve.,to-dative
84,Frank tossed some yogurt to Chris.,to-dative
84,Adam kicked some juice to David.,to-dative
84,Doug offered some wine to Andrew.,to-dative
84,John sprayed some whisky on Thomas.,caused-motion
84,Bill spilled some slime on Bruce.,caused-motion
84,Bob dumped some vodka on Tom.,caused-motion
84,Jason sprinkled some water on Eric.,caused-motion
84,Jack covered Charlie with some gasoline.,with-applicative
84,Dylan plastered James with some beer.,with-applicative
84,Edward coated Michael with some gin.,with-applicative
84,Mike rubbed William with some oil.,with-applicative
85,James gave Thomas some coffee.,ditransitive
85,Aaron handed Edward some slime.,ditransitive
85,Eric lent Jack some ink.,ditransitive
85,Bruce brought Mike some honey.,ditransitive
85,Fred passed some wine to Don.,to-dative
85,Charlie offered some syrup to Joe.,to-dative
85,Paul kicked some blood to John.,to-dative
85,Frank threw some yogurt to Chris.,to-dative
85,Andrew sprinkled some bleach on Mark.,caused-motion
85,Steve splashed some beer on Tom.,caused-motion
85,Henry dumped some tea on George.,caused-motion
85,Doug spilled some gasoline on Bill.,caused-motion
85,Jerry covered William with some shampoo.,with-applicative
85,Adam sprayed Sam with some whisky.,with-applicative
85,Jason stained Joseph with some vodka.,with-applicative
85,Bob rubbed Harry with some soup.,with-applicative
86,Eric handed Eddie some wine.,ditransitive
86,Bill passed Charlie some tea.,ditransitive
86,Jerry served Bob some syrup.,ditransitive
86,Chris brought George some yogurt.,ditransitive
86,Don offered some slime to Edward.,to-dative
86,Joseph kicked some milk to Henry.,to-dative
86,Tom gave some whisky to Sam.,to-dative
86,Dylan sent some shampoo to Harry.,to-dative
86,Jack poured some oil on John.,caused-motion
86,William dropped some water on Thomas.,caused-motion
86,Adam spilled some gin on Mark.,caused-motion
86,Joe sprinkled some blood on Andrew.,caused-motion
86,Steve plastered David with some paint.,with-applicative
86,Frank brushed Paul with some honey.,with-applicative
86,Doug dabbed James with some cream.,with-applicative
86,Mike covered Michael with some vodka.,with-applicative
87,Chris gave John some cream.,ditransitive
87,Sam served David some beer.,ditransitive
87,Fred bought Tom some syrup.,ditransitive
87,Adam sent Mike some juice.,ditransitive
87,William offered some gasoline to Joe.,to-dative
87,Charlie threw some slime to Jason.,to-dative
87,Steve tossed some bleach to Don.,to-dative
87,Bob handed some shampoo to Eddie.,to-dative
87,Paul dropped some vodka on Jack.,caused-motion
87,George dumped some blood on Edward.,caused-motion
87,Aaron sprinkled some ink on Doug.,caused-motion
87,Bill splashed some whisky on Henry.,caused-motion
87,Eric brushed Dylan with some paint.,with-applicative
87,James stained Michael with some gin.,with-applicative
87,Frank plastered Jerry with some soup.,with-applicative
87,Andrew sprayed Harry with some tea.,with-applicative
88,Bruce sent Chris some cream.,ditransitive
88,Edward brought Dylan some honey.,ditransitive
88,Bill offered Harry some whisky.,ditransitive
88,Charlie threw Eric some syrup.,ditransitive
88,Henry chucked some acid to Jerry.,to-dative
88,David gave some bleach to Mark.,to-dative
88,Jason tossed some slime to Mike.,to-dative
88,Don passed some juice to James.,to-dative
88,Fred dumped some shampoo on John.,caused-motion
88,Steve dropped some soda on Adam.,caused-motion
88,Eddie poured some soup on Tom.,caused-motion
88,Sam splashed some ink on Joe.,caused-motion
88,Joseph dabbed Doug with some blood.,with-applicative
88,Jack brushed George with some wine.,with-applicative
88,Thomas sprayed Frank with some yogurt.,with-applicative
88,Michael stained Bob with some vodka.,with-applicative
89,Adam sent Chris some soup.,ditransitive
89,Charlie handed Joe some milk.,ditransitive
89,Aaron brought Andrew some whisky.,ditransitive
89,Edward bought William some oil.,ditransitive
89,Jerry offered some shampoo to Bruce.,to-dative
89,Bill chucked some coffee to James.,to-dative
89,Don tossed some slime to Henry.,to-dative
89,Tom passed some blood to Joseph.,to-dative
89,Harry dropped some tea on Eddie.,caused-motion
89,Doug sprayed some acid on David.,caused-motion
89,Jack poured some beer on Dylan.,caused-motion
89,Sam sprinkled some yogurt on Frank.,caused-motion
89,Thomas stained Paul with some juice.,with-applicative
89,Bob rubbed Mike with some soda.,with-applicative
89,Michael brushed Eric with some syrup.,with-applicative
89,John coated Mark with some wine.,with-applicative
90,Sam gave David some coffee.,ditransitive
90,Don served Eric some oil.,ditransitive
90,George brought Henry some tea.,ditransitive
90,Doug lent Bill some soup.,ditransitive
90,Harry sent some slime to Jason.,to-dative
90,Dylan handed some syrup to Thomas.,to-dative
90,Joe offered some beer to William.,to-dative
90,James threw some milk to Joseph.,to-dative
90,Frank poured some wine on Tom.,caused-motion
90,Michael dumped some yogurt on Adam.,caused-motion
90,Charlie sprinkled some water on Chris.,caused-motion
90,Edward splashed some paint on Mike.,caused-motion
90,Paul rubbed Jerry with some blood.,with-applicative
90,John dabbed Mark with some ink.,with-applicative
90,Andrew coated Bob with some acid.,with-applicative
90,Eddie sprayed Jack with some juice.,with-applicative
91,Harry handed Aaron some tea.,ditransitive
91,David passed Bob some acid.,ditransitive
91,Don sent Adam some bleach.,ditransitive
91,Thomas brought George some beer.,ditransitive
91,Sam threw some wine to Joseph.,to-dative
91,Steve gave some soda to Eric.,to-dative
91,Eddie tossed some yogurt to Paul.,to-dative
91,Andrew offered some syrup to Michael.,to-dative
91,James spilled some coffee on Tom.,caused-motion
91,Mark sprayed some juice on Joe.,caused-motion
91,Henry splashed some milk on Bill.,caused-motion
91,Doug poured some gin on Jason.,caused-motion
91,Mike stained Jerry with some water.,with-applicative
91,William plastered Frank with some honey.,with-applicative
91,Dylan coated Bruce with some blood.,with-applicative
91,Edward dabbed Charlie with some vodka.,with-applicative
92,Charlie lent Edward some syrup.,ditransitive
92,Mark gave Harry some blood.,ditransitive
92,Steve offered Jason some soup.,ditransitive
92,Don passed Bob some whisky.,ditransitive
92,George chucked some acid to Bruce.,to-dative
92,Fred handed some beer to Chris.,to-dative
92,James sent some cream to Paul.,to-dative
92,Henry tossed some yogurt to Tom.,to-dative
92,Doug poured some ink on David.,caused-motion
92,Frank dumped some milk on Joseph.,caused-motion
92,Sam splashed some coffee on Bill.,caused-motion
92,Dylan dropped some soda on Adam.,caused-motion
92,Jerry rubbed Eric with some shampoo.,with-applicative
92,Aaron plastered Eddie with some paint.,with-applicative
92,Joe coated Thomas with some gin.,with-applicative
92,Andrew stained William with some honey.,with-applicative
93,Doug sent George some blood.,ditransitive
93,Henry gave Jason some soda.,ditransitive
93,Fred served Michael some soup.,ditransitive
93,Joseph handed Aaron some gasoline.,ditransitive
93,Edward tossed some honey to Dylan.,to-dative
93,David chucked some paint to Bruce.,to-dative
93,James brought some milk to Eddie.,to-dative
93,Jack offered some yogurt to Sam.,to-dative
93,Harry dumped some shampoo on Jerry.,caused-motion
93,Andrew sprayed some juice on Mike.,caused-motion
93,Mark sprinkled some water on John.,caused-motion
93,Eric spilled some syrup on Adam.,caused-motion
93,Joe stained William with some slime.,with-applicative
93,Don covered Charlie with some vodka.,with-applicative
93,Bill rubbed Paul with some ink.,with-applicative
93,Steve dabbed Thomas with some wine.,with-applicative
94,Bob threw Don some beer.,ditransitive
94,Eric sent Mark some juice.,ditransitive
94,Adam bought Charlie some soup.,ditransitive
94,Bill served Thomas some milk.,ditransitive
94,Edward kicked some yogurt to William.,to-dative
94,Henry tossed some whisky to Jack.,to-dative
94,Paul gave some syrup to Eddie.,to-dative
94,Bruce passed some vodka to Harry.,to-dative
94,Sam poured some acid on Frank.,caused-motion
94,Michael spilled some gasoline on Mike.,caused-motion
94,David dumped some cream on Doug.,caused-motion
94,Dylan splashed some coffee on Steve.,caused-motion
94,Andrew plastered Tom with some soda.,with-applicative
94,James brushed George with some shampoo.,with-applicative
94,Jerry stained Jason with some slime.,with-applicative
94,John covered Chris with some honey.,with-applicative
95,Bruce gave Charlie some paint.,ditransitive
95,Bill offered Joseph some juice.,ditransitive
95,Mike brought Don some oil.,ditransitive
95,Jack lent Frank some whisky.,ditransitive
95,Eddie kicked some soup to Chris.,to-dative
95,Tom sent some coffee to Thomas.,to-dative
95,Aaron passed some ink to Edward.,to-dative
95,Sam threw some wine to Mark.,to-dative
95,Paul dumped some milk on Henry.,caused-motion
95,Fred poured some blood on Harry.,caused-motion
95,Jason sprayed some soda on David.,caused-motion
95,Doug splashed some water on Andrew.,caused-motion
95,Joe stained Jerry with some beer.,with-applicative
95,Steve coated John with some cream.,with-applicative
95,James dabbed Adam with some yogurt.,with-applicative
95,Eric covered Michael with some gasoline.,with-applicative
96,Jerry passed Bill some shampoo.,ditransitive
96,Jack handed Chris some bleach.,ditransitive
96,Steve sent Don some water.,ditransitive
96,Eddie threw Doug some milk.,ditransitive
96,Tom tossed some juice to Aaron.,to-dative
96,Thomas kicked some beer to Frank.,to-dative
96,Mike offered some vodka to James.,to-dative
96,Fred chucked some syrup to Dylan.,to-dative
96,Joe poured some ink on Henry.,caused-motion
96,Jason sprinkled some paint on Joseph.,caused-motion
96,Edward dropped some blood on George.,caused-motion
96,Bob dumped some gin on Andrew.,caused-motion
96,David sprayed Harry with some acid.,with-applicative
96,Paul dabbed Sam with some wine.,with-applicative
96,Eric plastered Mark with some oil.,with-applicative
96,John brushed Charlie with some soda.,with-applicative
97,Chris threw Tom some honey.,ditransitive
97,Steve sent Mark some soup.,ditransitive
97,Henry gave Mike some tea.,ditransitive
97,Bob bought Charlie some blood.,ditransitive
97,Sam handed some beer to Jack.,to-dative
97,Bruce passed some slime to Eric.,to-dative
97,Dylan brought some shampoo to Fred.,to-dative
97,John kicked some yogurt to Thomas.,to-dative
97,Joe dumped some acid on Frank.,caused-motion
97,Doug splashed some milk on Adam.,caused-motion
97,Bill dropped some ink on Harry.,caused-motion
97,Paul sprinkled some cream on Aaron.,caused-motion
97,William coated Eddie with some oil.,with-applicative
97,Michael plastered Edward with some syrup.,with-applicative
97,Andrew brushed George with some paint.,with-applicative
97,Jason covered David with some whisky.,with-applicative
98,Aaron bought Michael some beer.,ditransitive
98,Fred sent Bob some shampoo.,ditransitive
98,Bruce threw Thomas some acid.,ditransitive
98,Edward brought Eddie some juice.,ditransitive
98,Bill chucked some yogurt to Mark.,to-dative
98,Don kicked some soup to William.,to-dative
98,Chris passed some milk to Steve.,to-dative
98,George tossed some bleach to Mike.,to-dative
98,Dylan dumped some water on Joe.,caused-motion
98,Joseph spilled some gin on Tom.,caused-motion
98,Sam sprayed some oil on Harry.,caused-motion
98,John splashed some cream on James.,caused-motion
98,Jason covered Frank with some gasoline.,with-applicative
98,Doug stained Paul with some wine.,with-applicative
98,Henry coated Adam with some soda.,with-applicative
98,David plastered Jerry with some coffee.,with-applicative
99,George passed Eddie some wine.,ditransitive
99,Chris gave Bob some yogurt.,ditransitive
99,Steve brought Jason some cream.,ditransitive
99,John threw Edward some milk.,ditransitive
99,Dylan chucked some paint to Jerry.,to-dative
99,David kicked some ink to Charlie.,to-dative
99,Thomas sent some bleach to Frank.,to-dative
99,Aaron tossed some blood to Sam.,to-dative
99,Don dumped some acid on Harry.,caused-motion
99,James dropped some whisky on Andrew.,caused-motion
99,Joe poured some soup on Bruce.,caused-motion
99,Joseph splashed some beer on Mark.,caused-motion
99,Jack dabbed Mike with some coffee.,with-applicative
99,Bill covered Henry with some shampoo.,with-applicative
99,Michael sprayed Adam with some vodka.,with-applicative
99,Fred coated William with some oil.,with-applicative
